date,open,high,low,close,volume,Name
10/19/2015,110.8,111.75,110.11,111.73,29759153,AAPL
10/20/2015,111.34,114.17,110.82,113.77,48967763,AAPL
10/21/2015,114,115.58,113.7,113.76,42326974,AAPL
10/22/2015,114.33,115.5,114.1,115.5,41654089,AAPL
10/23/2015,116.7,119.228,116.33,119.08,59366914,AAPL
10/26/2015,118.08,118.13,114.92,115.28,66333781,AAPL
10/27/2015,115.4,116.54,113.99,114.55,69884400,AAPL
10/28/2015,116.93,119.3,116.06,119.27,85551352,AAPL
10/29/2015,118.7,120.69,118.27,120.53,51227334,AAPL
10/30/2015,120.99,121.22,119.45,119.5,49365254,AAPL
11/2/2015,119.87,121.36,119.61,121.18,32203267,AAPL
11/3/2015,120.79,123.49,120.7,122.57,45518976,AAPL
11/4/2015,123.13,123.82,121.62,122,44886050,AAPL
11/5/2015,121.85,122.69,120.18,120.92,39552680,AAPL
11/6/2015,121.11,121.81,120.62,121.06,33042283,AAPL
11/9/2015,120.96,121.81,120.05,120.57,33871405,AAPL
11/10/2015,116.9,118.07,116.061,116.77,59127931,AAPL
11/11/2015,116.37,117.42,115.21,116.11,45217971,AAPL
11/12/2015,116.26,116.82,115.65,115.72,32525579,AAPL
11/13/2015,115.2,115.57,112.27,112.34,45812403,AAPL
11/16/2015,111.38,114.24,111,114.175,38106701,AAPL
11/17/2015,114.92,115.05,113.32,113.69,27616939,AAPL
11/18/2015,115.76,117.49,115.5,117.29,46674697,AAPL
11/19/2015,117.64,119.75,116.76,118.78,43295820,AAPL
11/20/2015,119.2,119.92,118.85,119.3,34287096,AAPL
11/23/2015,119.27,119.73,117.34,117.75,32482528,AAPL
11/24/2015,117.33,119.35,117.12,118.88,42803172,AAPL
11/25/2015,119.21,119.23,117.92,118.03,21388308,AAPL
11/27/2015,118.29,118.41,117.6,117.81,13046445,AAPL
11/30/2015,117.99,119.41,117.75,118.3,39180322,AAPL
12/1/2015,118.75,118.81,116.86,117.34,34852374,AAPL
12/2/2015,117.05,118.11,116.08,116.28,33386563,AAPL
12/3/2015,116.55,116.79,114.22,115.2,41569509,AAPL
12/4/2015,115.29,119.25,115.11,119.03,57776977,AAPL
12/7/2015,118.98,119.86,117.81,118.28,32084249,AAPL
12/8/2015,117.52,118.6,116.86,118.23,34309450,AAPL
12/9/2015,117.64,117.69,115.08,115.62,46361357,AAPL
12/10/2015,116.04,116.94,115.51,116.17,29212727,AAPL
12/11/2015,115.19,115.39,112.851,113.18,46886161,AAPL
12/14/2015,112.18,112.68,109.79,112.48,65003609,AAPL
12/15/2015,111.94,112.8,110.35,110.49,53323105,AAPL
12/16/2015,111.07,111.99,108.8,111.34,56238467,AAPL
12/17/2015,112.02,112.25,108.98,108.98,44772827,AAPL
12/18/2015,108.91,109.52,105.81,106.03,96453327,AAPL
12/21/2015,107.28,107.37,105.57,107.33,47590610,AAPL
12/22/2015,107.4,107.72,106.451,107.23,32789367,AAPL
12/23/2015,107.27,108.85,107.2,108.61,32657354,AAPL
12/24/2015,109,109,107.95,108.03,13596680,AAPL
12/28/2015,107.59,107.69,106.1807,106.82,26704210,AAPL
12/29/2015,106.96,109.43,106.86,108.74,30931243,AAPL
12/30/2015,108.58,108.7,107.18,107.32,25213777,AAPL
12/31/2015,107.01,107.03,104.82,105.26,40912316,AAPL
1/4/2016,102.61,105.368,102,105.35,67649387,AAPL
1/5/2016,105.75,105.85,102.41,102.71,55790992,AAPL
1/6/2016,100.56,102.37,99.87,100.7,68457388,AAPL
1/7/2016,98.68,100.13,96.43,96.45,81094428,AAPL
1/8/2016,98.55,99.11,96.76,96.96,70798016,AAPL
1/11/2016,98.97,99.06,97.34,98.53,49739377,AAPL
1/12/2016,100.55,100.69,98.8399,99.96,49154227,AAPL
1/13/2016,100.32,101.19,97.3,97.39,62439631,AAPL
1/14/2016,97.96,100.48,95.74,99.52,63170127,AAPL
1/15/2016,96.2,97.71,95.36,97.13,79833891,AAPL
1/19/2016,98.41,98.65,95.5,96.66,53087747,AAPL
1/20/2016,95.1,98.1897,93.42,96.79,72334416,AAPL
1/21/2016,97.06,97.88,94.94,96.3,52161463,AAPL
1/22/2016,98.63,101.46,98.37,101.42,65800467,AAPL
1/25/2016,101.52,101.53,99.21,99.44,51794525,AAPL
1/26/2016,99.93,100.88,98.07,99.99,75077002,AAPL
1/27/2016,96.04,96.6289,93.34,93.42,133369674,AAPL
1/28/2016,93.79,94.52,92.39,94.09,55678825,AAPL
1/29/2016,94.79,97.34,94.35,97.34,64416504,AAPL
2/1/2016,96.47,96.71,95.4,96.43,40943541,AAPL
2/2/2016,95.42,96.04,94.28,94.48,37357215,AAPL
2/3/2016,95,96.84,94.08,96.35,45964294,AAPL
2/4/2016,95.86,97.33,95.19,96.6,46471652,AAPL
2/5/2016,96.52,96.92,93.69,94.02,46418064,AAPL
2/8/2016,93.13,95.7,93.04,95.01,54021375,AAPL
2/9/2016,94.29,95.94,93.93,94.99,44331195,AAPL
2/10/2016,95.92,96.35,94.1,94.27,42343601,AAPL
2/11/2016,93.79,94.72,92.59,93.7,50074711,AAPL
2/12/2016,94.19,94.5,93.01,93.99,40351381,AAPL
2/16/2016,95.02,96.85,94.61,96.64,49057916,AAPL
2/17/2016,96.67,98.21,96.15,98.12,44863243,AAPL
2/18/2016,98.84,98.89,96.091,96.26,39020983,AAPL
2/19/2016,96,96.7599,95.8,96.04,35374173,AAPL
2/22/2016,96.31,96.9,95.92,96.88,34280758,AAPL
2/23/2016,96.4,96.5,94.55,94.69,31942633,AAPL
2/24/2016,93.98,96.38,93.32,96.1,36255745,AAPL
2/25/2016,96.05,96.76,95.25,96.76,27582659,AAPL
2/26/2016,97.2,98.0237,96.58,96.91,28991131,AAPL
2/29/2016,96.86,98.23,96.65,96.69,35216277,AAPL
3/1/2016,97.65,100.77,97.42,100.53,50407147,AAPL
3/2/2016,100.51,100.89,99.64,100.75,33169560,AAPL
3/3/2016,100.58,101.7099,100.45,101.5,36955742,AAPL
3/4/2016,102.37,103.75,101.37,103.01,46055100,AAPL
3/7/2016,102.39,102.83,100.96,101.87,35915810,AAPL
3/8/2016,100.78,101.76,100.4,101.03,31561889,AAPL
3/9/2016,101.31,101.58,100.27,101.12,27201683,AAPL
3/10/2016,101.41,102.24,100.15,101.17,33513577,AAPL
3/11/2016,102.24,102.28,101.5,102.26,27408237,AAPL
3/14/2016,101.91,102.91,101.78,102.52,25076062,AAPL
3/15/2016,103.96,105.18,103.85,104.58,40067734,AAPL
3/16/2016,104.61,106.31,104.59,105.97,38303493,AAPL
3/17/2016,105.52,106.47,104.96,105.8,34420705,AAPL
3/18/2016,106.34,106.5,105.19,105.92,44205171,AAPL
3/21/2016,105.93,107.65,105.1401,105.91,35502678,AAPL
3/22/2016,105.25,107.29,105.21,106.72,32444375,AAPL
3/23/2016,106.48,107.07,105.9,106.13,25703495,AAPL
3/24/2016,105.47,106.25,104.89,105.67,26132955,AAPL
3/28/2016,106,106.19,105.06,105.19,19411372,AAPL
3/29/2016,104.89,107.79,104.88,107.68,31190083,AAPL
3/30/2016,108.65,110.42,108.6,109.56,45601149,AAPL
3/31/2016,109.72,109.9,108.88,108.99,25888449,AAPL
4/1/2016,108.78,110,108.2,109.99,25873950,AAPL
4/4/2016,110.42,112.19,110.27,111.12,37356204,AAPL
4/5/2016,109.51,110.73,109.42,109.81,26578652,AAPL
4/6/2016,110.23,110.98,109.2,110.96,26404077,AAPL
4/7/2016,109.95,110.42,108.121,108.54,31801870,AAPL
4/8/2016,108.91,109.77,108.17,108.66,23581740,AAPL
4/11/2016,108.97,110.61,108.83,109.02,29407518,AAPL
4/12/2016,109.34,110.5,108.66,110.44,27232325,AAPL
4/13/2016,110.8,112.34,110.8,112.04,33257316,AAPL
4/14/2016,111.62,112.39,111.33,112.1,25473923,AAPL
4/15/2016,112.11,112.3,109.73,109.85,46938969,AAPL
4/18/2016,108.89,108.95,106.94,107.48,60821461,AAPL
4/19/2016,107.88,108,106.23,106.91,32384879,AAPL
4/20/2016,106.64,108.09,106.06,107.13,30611030,AAPL
4/21/2016,106.93,106.93,105.52,105.97,31552525,AAPL
4/22/2016,105.01,106.48,104.62,105.68,33683121,AAPL
4/25/2016,105,105.65,104.51,105.08,28031588,AAPL
4/26/2016,103.91,105.3,103.91,104.35,56016165,AAPL
4/27/2016,96,98.71,95.68,97.82,114602142,AAPL
4/28/2016,97.61,97.88,94.25,94.83,82242690,AAPL
4/29/2016,93.99,94.72,92.51,93.74,68531478,AAPL
5/2/2016,93.965,94.08,92.4,93.64,48160104,AAPL
5/3/2016,94.2,95.74,93.68,95.18,56831277,AAPL
5/4/2016,95.2,95.9,93.82,94.19,41025475,AAPL
5/5/2016,94,94.07,92.68,93.24,35890500,AAPL
5/6/2016,93.37,93.45,91.85,92.72,43699886,AAPL
5/9/2016,93,93.77,92.59,92.79,32936436,AAPL
5/10/2016,93.33,93.57,92.11,93.42,33686836,AAPL
5/11/2016,93.48,93.57,92.46,92.51,28719109,AAPL
5/12/2016,92.72,92.78,89.47,90.34,76314690,AAPL
5/13/2016,90,91.67,90,90.52,44392765,AAPL
5/16/2016,92.39,94.39,91.65,93.88,61259756,AAPL
5/17/2016,94.55,94.7,93.01,93.49,46916939,AAPL
5/18/2016,94.16,95.21,93.89,94.56,42062391,AAPL
5/19/2016,94.64,94.64,93.57,94.2,30442100,AAPL
5/20/2016,94.64,95.43,94.52,95.22,32025968,AAPL
5/23/2016,95.87,97.19,95.67,96.43,38018643,AAPL
5/24/2016,97.22,98.09,96.84,97.9,35140174,AAPL
5/25/2016,98.67,99.74,98.11,99.62,38642108,AAPL
5/26/2016,99.68,100.73,98.64,100.41,56331159,AAPL
5/27/2016,99.44,100.47,99.245,100.35,36341240,AAPL
5/31/2016,99.6,100.4,98.82,99.86,42307212,AAPL
6/1/2016,99.02,99.54,98.33,98.46,29173285,AAPL
6/2/2016,97.6,97.84,96.63,97.72,40191600,AAPL
6/3/2016,97.79,98.27,97.45,97.92,28504888,AAPL
6/6/2016,97.99,101.89,97.55,98.63,23292504,AAPL
6/7/2016,99.25,99.87,98.96,99.03,22409450,AAPL
6/8/2016,99.02,99.56,98.68,98.94,20848131,AAPL
6/9/2016,98.5,99.99,98.46,99.65,26601354,AAPL
6/10/2016,98.53,99.3457,98.48,98.83,31712936,AAPL
6/13/2016,98.69,99.12,97.1,97.34,38020494,AAPL
6/14/2016,97.32,98.475,96.75,97.46,31931944,AAPL
6/15/2016,97.82,98.41,97.03,97.14,29445227,AAPL
6/16/2016,96.45,97.75,96.07,97.55,31326815,AAPL
6/17/2016,96.62,96.65,95.3,95.33,61008219,AAPL
6/20/2016,96,96.57,95.03,95.1,34411901,AAPL
6/21/2016,94.94,96.35,94.676,95.91,35546358,AAPL
6/22/2016,96.25,96.89,95.35,95.55,29219122,AAPL
6/23/2016,95.94,96.29,95.25,96.1,32240187,AAPL
6/24/2016,92.91,94.655,92.65,93.4,75311356,AAPL
6/27/2016,93,93.05,91.5,92.04,46622188,AAPL
6/28/2016,92.9,93.66,92.14,93.59,40444914,AAPL
6/29/2016,93.97,94.55,93.63,94.4,36531006,AAPL
6/30/2016,94.44,95.77,94.3,95.6,35836356,AAPL
7/1/2016,95.49,96.465,95.33,95.89,26026540,AAPL
7/5/2016,95.39,95.4,94.46,94.99,27705210,AAPL
7/6/2016,94.6,95.66,94.37,95.53,30949090,AAPL
7/7/2016,95.7,96.5,95.62,95.94,25139558,AAPL
7/8/2016,96.49,96.89,96.05,96.68,28912103,AAPL
7/11/2016,96.75,97.65,96.73,96.98,23794945,AAPL
7/12/2016,97.17,97.7,97.12,97.42,24167463,AAPL
7/13/2016,97.41,97.67,96.84,96.87,25892171,AAPL
7/14/2016,97.39,98.99,97.32,98.79,38918997,AAPL
7/15/2016,98.92,99.3,98.5,98.78,30136990,AAPL
7/18/2016,98.7,100.13,98.6,99.83,36493867,AAPL
7/19/2016,99.56,100,99.34,99.87,23779924,AAPL
7/20/2016,100,100.46,99.735,99.96,26275968,AAPL
7/21/2016,99.83,101,99.13,99.43,32702028,AAPL
7/22/2016,99.26,99.3,98.31,98.66,28313669,AAPL
7/25/2016,98.25,98.84,96.92,97.34,40382921,AAPL
7/26/2016,96.82,97.97,96.42,96.67,56239822,AAPL
7/27/2016,104.265,104.35,102.75,102.95,92344820,AAPL
7/28/2016,102.83,104.45,102.82,104.34,39869839,AAPL
7/29/2016,104.19,104.55,103.68,104.21,27733688,AAPL
8/1/2016,104.41,106.15,104.41,106.05,38167871,AAPL
8/2/2016,106.05,106.07,104,104.48,33816556,AAPL
8/3/2016,104.81,105.84,104.77,105.79,30202641,AAPL
8/4/2016,105.58,106,105.28,105.87,27408650,AAPL
8/5/2016,106.27,107.65,106.18,107.48,40553402,AAPL
8/8/2016,107.52,108.37,107.16,108.37,28037220,AAPL
8/9/2016,108.23,108.94,108.01,108.81,26315204,AAPL
8/10/2016,108.71,108.9,107.76,108,24008505,AAPL
8/11/2016,108.52,108.93,107.85,107.93,27484506,AAPL
8/12/2016,107.78,108.44,107.78,108.18,18660434,AAPL
8/15/2016,108.14,109.54,108.08,109.48,25868209,AAPL
8/16/2016,109.63,110.23,109.21,109.38,33794448,AAPL
8/17/2016,109.1,109.37,108.34,109.22,25355976,AAPL
8/18/2016,109.23,109.6,109.02,109.08,21984703,AAPL
8/19/2016,108.77,109.69,108.36,109.36,25368072,AAPL
8/22/2016,108.86,109.1,107.85,108.51,25820230,AAPL
8/23/2016,108.59,109.32,108.53,108.85,21257669,AAPL
8/24/2016,108.565,108.75,107.68,108.03,23675081,AAPL
8/25/2016,107.39,107.88,106.68,107.57,25086248,AAPL
8/26/2016,107.41,107.95,106.31,106.94,27766291,AAPL
8/29/2016,106.62,107.44,106.29,106.82,24970300,AAPL
8/30/2016,105.8,106.5,105.5,106,24863945,AAPL
8/31/2016,105.66,106.5699,105.64,106.1,29662406,AAPL
9/1/2016,106.14,106.8,105.62,106.73,26701523,AAPL
9/2/2016,107.7,108,106.82,107.73,26802450,AAPL
9/6/2016,107.9,108.3,107.51,107.7,26880391,AAPL
9/7/2016,107.83,108.76,107.07,108.36,42364328,AAPL
9/8/2016,107.25,107.27,105.24,105.52,53002026,AAPL
9/9/2016,104.64,105.72,103.13,103.13,46556984,AAPL
9/12/2016,102.65,105.72,102.53,105.44,45292770,AAPL
9/13/2016,107.51,108.79,107.24,107.95,62176190,AAPL
9/14/2016,108.73,113.03,108.6,111.77,112340318,AAPL
9/15/2016,113.86,115.73,113.49,115.57,90613177,AAPL
9/16/2016,115.12,116.13,114.04,114.92,79886911,AAPL
9/19/2016,115.19,116.18,113.25,113.58,47023046,AAPL
9/20/2016,113.05,114.12,112.51,113.57,34514269,AAPL
9/21/2016,113.85,113.989,112.441,113.55,36003185,AAPL
9/22/2016,114.35,114.94,114,114.62,31073984,AAPL
9/23/2016,114.42,114.79,111.55,112.71,52481151,AAPL
9/26/2016,111.64,113.39,111.55,112.88,29869442,AAPL
9/27/2016,113,113.18,112.34,113.09,24607412,AAPL
